Ad name,Delivery status,Delivery level,Reach,Impressions,Frequency,Result type,Results,Amount spent (THB),Cost per result,Starts,Ends,Rest ID ,Rest 2,Rest 3,Rest 4,Rest 5
kol-tv_hh-hht_brn_1684_the-coffee-club-river-city-bangkok-thailand,active,ad,1232,1937,1.57224026,Website purchases,3,71.26,23.75333333,23/08/2024,,1684,,,,
kol-tv_hh-ltmm_res_1728_albricias-at-chatrium-residence-sathorn-bangkok-thailand-1728,inactive,ad,276,383,1.38768116,Website purchases,2,14.9,7.45,23/08/2024,,1728,,,,
hh-ltmm_littlemermine_1856_spectrum-rooftop-at-hyatt-regency-bangkok-sukhumvit_fb_07102025,active,ad,482,658,1.36514523,Website purchases,1,38.06,38.06,23/08/2024,,1856,,,,
kol-fd_hh-ewp_res_808_medinii-panorama-restaurant-35th-floor-at-the-continent-boutique-hotel-bangkok-sukhumvit,inactive,ad,31,36,1.16129032,,,1.17,,23/08/2024,,808,,,,
kol-fd_hh-ewp_brn_1063_boon-tong-kee-central-eastville,inactive,ad,7,7,1,,,0.18,,23/08/2024,,1063,,,,
kol-tv_hh-mcr_res_1433_the-seafood-cafe-restaurant-bangkok-thailand,inactive,ad,3498,4038,1.15437393,,,22.45,,23/08/2024,,1433,,,,
kol-tv_hh-hht_res_1433_the-seafood-cafe-restaurant-bangkok-thailand,inactive,ad,18,26,1.44444444,,,1.58,,23/08/2024,,1433,,,,
kol-tv_hh-tvkn_res_1727_spice-barley-anantara-riverside-bangkok-resort,inactive,ad,90,121,1.34444444,,,2.79,,23/08/2024,,1727,,,,
kol-tv_hh-ejls_res_2001_the-dining-room-at-grand-hyatt-erawan-bangkok-thailand,inactive,ad,10,11,1.1,,,0.52,,23/08/2024,,2001,,,,
kol-tv_hh-pgm_res_2294_market-cafe-by-khao-at-hyatt-regency-bangkok-sukhumvit,inactive,ad,4,10,2.5,,,0.17,,23/08/2024,,2294,,,,
kol-tv_hh-tjnm_res_3646_axis-spin-sky-lounge-bar-rooftop-at-the-continent-boutique-hotel,inactive,ad,3,5,1.66666667,,,0.07,,23/08/2024,,3646,,,,
kol-tv_hh-hht_res_3674_hagi-centara-grand-at-central-plaza-ladprao-bangkok,inactive,ad,645,853,1.32248062,,,30.29,,23/08/2024,,3674,,,,
kol-tv_hh-mcr_res_4263_feast-at-royal-orchid-sheraton-towers,inactive,ad,6,6,1,,,0.06,,23/08/2024,,4263,,,,
kol-tv_hh-mcr_brn_4420_shabushi-mega-bangna,inactive,ad,34,37,1.08823529,,,1.03,,23/08/2024,,4420,,,,
kol-tv_hh-hht_res_4463_ancient-tea-house-asiatique-the-riverfront-bangkok,inactive,ad,76,89,1.17105263,,,3.9,,23/08/2024,,4463,,,,
kol-tv_hh-lzb_res_4463_ancient-tea-house-asiatique-the-riverfront,inactive,ad,14,17,1.21428571,,,0.43,,23/08/2024,,4463,,,,
kol-fd_bossonlydeliciousfood_sma_beef express_sma,inactive,ad,316,432,1.36708861,,,17.62,,23/08/2024,,~,,,,
kol-bt_hh-obb_res_3619_tenyuu-grand-omakase-bangkok,active,ad,56564,153855,2.72001626,Website purchases,665,4351.19,6.54314286,26/08/2024,,3619,,,,
kol-bt_hh-obb_res_370_orchid-cafe-at-sheraton-grande-sukhumvit-a-luxury-collection-hotel-bangkok,inactive,ad,76968,192533,2.50146814,Website purchases,548,5811.15,10.60428832,26/08/2024,,370,,,,
kol-fd_hh-bed_brn_204_laem-charoen-seafood,inactive,ad,67698,113088,1.67047771,Website purchases,254,2167.49,8.5334252,26/08/2024,,204,,,,
kol-pfd_hh-cth_res_1863_miyagi-fuji-super-39,inactive,ad,27587,61841,2.2416718,Website purchases,247,1586.56,6.42331984,26/08/2024,,,,,,
kol-bt_hh-obb_brn_801_tohkai-japanese-restaurant-terminal-21-asok,active,ad,39801,115646,2.90560539,Website purchases,245,4228.78,17.26032653,26/08/2024,,801,,,,
kol-fm_hh-boy_brn_170_see-fah-restaurants,inactive,ad,31552,59727,1.89297033,Website purchases,237,1833.9,7.73797468,26/08/2024,,170,,,,
kol-pfd_hh-gpm_brn_4374_ma-la-kor-buffet-starting-from-399,inactive,ad,17887,41293,2.30854811,Website purchases,170,1283.2,7.54823529,26/08/2024,,,,,,
kol-bt_hh-obb_sma_oji omakase_sma,active,ad,23811,47589,1.99861409,Website purchases,152,1719.85,11.31480263,26/08/2024,,~,,,,
SRC=KOL|RID=6571|RNAME=HO_KITCHEN_RAMA_3|KOLID=HH-CTH|PLAT=FB|DATE=2025-11-17,active,ad,22125,45044,2.03588701,Website purchases,146,1082.95,7.41746575,26/08/2024,,6571,,,,
kol-pfd_hh-cth_res_1153_the-kitchen-table-buffet-at-w-bangkok-hotel,active,ad,14710,28638,1.94683889,Website purchases,139,905.69,6.5157554,26/08/2024,,1153,,,,
kol-pfd_hh-cth_brn_5830_yumcha-teahouse-empire-tower-bangkok,active,ad,23080,43798,1.89766031,Website purchases,134,1400.98,10.45507463,26/08/2024,,5830,,,,
kol-pfd_hh-cth_res_2483_xin-tian-di-crowne-plaza-bangkok-lumpini-park,active,ad,13439,26044,1.93794181,Website purchases,126,1079.31,8.56595238,26/08/2024,,2483,,,,
kol-ls_hh-rhoi_res_3000_loong-foong-at-swissotel-bangkok-ratchada,not_delivering,ad,13760,36883,2.68045058,Website purchases,118,2051.09,17.38211864,26/08/2024,,3000,,,,
kol-pfd_hh-cth_res_2250_viu-the-st-regis-bangkok,active,ad,11883,23375,1.96709585,Website purchases,114,860.89,7.55166667,26/08/2024,,2250,,,,
kol-pfd_hh-pnpk_res_1863_miyagi-fuji-super-39,archived,ad,21529,47776,2.21914627,Website purchases,102,1029.71,10.09519608,26/08/2024,,,,,,
kol-pfd_hh-cth_res_4413_flow-at-millennium-hilton-bangkok,inactive,ad,5459,10663,1.95328815,Website purchases,76,415.36,5.46526316,26/08/2024,,4413,,,,
kol-bt_hh-obb_3947_digital delicious_sal,not_delivering,ad,19009,38359,2.01793887,Website purchases,73,1415.7,19.39315068,26/08/2024,,3947,,,,
kol-fm_hh-iuapp_res_835_red-oven-so-bangkok,inactive,ad,4560,8813,1.93267544,Website purchases,69,420.56,6.09507246,26/08/2024,,835,,,,
kol-pfd_hh-pnpk_brn_4294_camin-cuisine-cafe,archived,ad,9442,19663,2.08250371,Website purchases,69,680.97,9.86913043,26/08/2024,,4294,,,,
kol-fm_hh-iuapp_res_3166_koko-japanese-omakase-bangkok,active,ad,4841,9905,2.04606486,Website purchases,68,419.53,6.16955882,26/08/2024,,3166,,,,
kol-ls_painaigun_sma_jumbo seafood _sma,inactive,ad,23393,49359,2.10999017,Website purchases,64,1390.27,21.72296875,26/08/2024,,~,,,,
kol-fm_hh-iuapp_brn_425_audrey-cafe-emquartier-bangkok,inactive,ad,8152,14165,1.7376104,Website purchases,58,565.37,9.74775862,26/08/2024,,425,,,,
kol-pfd_kol-dnsw_res_5183_the-brasserie-l-holiday-inn-bangkok-silom,not_delivering,ad,13720,28243,2.0585277,Website purchases,58,1266.35,21.83362069,26/08/2024,,5183,,,,
kol-fm_hh-boy_brn_4479_taliew-lotus-s-sukhaphiban-3,not_delivering,ad,9326,17760,1.90435342,Website purchases,57,615.62,10.80035088,26/08/2024,,,,,,
kol-fm_hh-boy_brn_142_jumbo-seafood,not_delivering,ad,15842,28263,1.78405504,Website purchases,49,908.24,18.5355102,26/08/2024,,142,,,,
kol-pfd_hh-cth_res_2675_the-mayflower-restaurant-at-dusit-princess-srinakarin-bangkok,active,ad,7398,10417,1.40808327,Website purchases,44,315.48,7.17,26/08/2024,,2675,,,,
kol-ls_hh-mlt_res_3949_the-siam-tea-room-asiatique-the-riverfront-branch,inactive,ad,9625,20267,2.10566234,Website purchases,42,1141.46,27.17761905,26/08/2024,,3949,,,,
kol-bt_hh-obb_res_2421_rib-room-bar-steakhouse-the-landmark-bangkok-michelin-guide,not_delivering,ad,14507,33036,2.27724547,Website purchases,39,986.74,25.30102564,26/08/2024,,2421,,,,
kol-pfd_hh-fdn_res_1545_paii-at-the-house-on-sathorn-bangkok,inactive,ad,3075,4537,1.47544715,Website purchases,38,92.37,2.43078947,26/08/2024,,1545,,,,
kol-pfd_hh-cth_res_902_the-berkeley-dining-room,inactive,ad,6324,10571,1.67156863,Website purchases,35,211.01,6.02885714,26/08/2024,,902,,,,
kol-ls_hh-uncle_brn_2252_beef-express-buffet,inactive,ad,9808,19785,2.01723083,Website purchases,32,712.69,22.2715625,26/08/2024,,2252,,,,
kol-fm_hh-bljn_brn_425_audrey-cafe-emquartier-bangkok,inactive,ad,5439,8161,1.50045964,Website purchases,31,335.02,10.80709677,26/08/2024,,425,,,,
kol-ls_eatchillwander_3944_sushi niwa omakase_sal,not_delivering,ad,6998,15422,2.20377251,Website purchases,30,510.46,17.01533333,26/08/2024,,3944,,,,
kol-pfd_hh-wdl_brn_3181_beef-express-buffet,inactive,ad,3261,5874,1.80128795,Website purchases,28,199.57,7.1275,26/08/2024,,3181,,,,
kol-ls_hh-rhoi_res_3948_take-a-train-rooftop-izakaya-bar,inactive,ad,10910,19926,1.8263978,Website purchases,28,570.35,20.36964286,26/08/2024,,3948,,,,
kol-pfd_hh-cth_brn_5685_pengyou-cuisine-specialty-bar-rama-9-bangkok,active,ad,3430,5112,1.49037901,Website purchases,25,208.11,8.3244,26/08/2024,,,,,,
kol-ls_painaigun_4046_mr.park bbq_sma,not_delivering,ad,8637,19118,2.21350006,Website purchases,24,614.57,25.60708333,26/08/2024,,4046,,,,
kol-pfd_hh-cth_brn_5845_man-fu-yuan-one-bangkok,active,ad,4257,5847,1.37350247,Website purchases,24,197.16,8.215,26/08/2024,,5845,,,,
kol-pfd_hh-cth_res_2925_jw-cafe-at-jw-marriott-hotel-bangkok,inactive,ad,4004,5239,1.30844156,Website purchases,22,155.65,7.075,26/08/2024,,2925,,,,
kol-ls_hh-td_res_3949_the-siam-tea-room-asiatique-the-riverfront-branch,inactive,ad,4891,10029,2.05050092,Website purchases,22,440.19,20.00863636,26/08/2024,,3949,,,,
kol-pfd_hh-cth_brn_49_earw-thai-suki-boran-buffet,inactive,ad,2782,4525,1.62652768,Website purchases,20,172.47,8.6235,26/08/2024,,49,,,,
kol-bt_hh-obb_res_1648_rossini-s-at-at-sheraton-grande-sukhumvit-a-luxury-collection-hotel-bangkok,not_delivering,ad,6354,10846,1.70695625,Website purchases,20,331.57,16.5785,26/08/2024,,1648,,,,
kol-ls_hh-nbt_res_3596_deja-brew-lifestyle-cafe-at-centra-by-centara-hotel-bangkok-phra-nakhon,inactive,ad,3085,6298,2.04149109,Website purchases,20,307.69,15.3845,26/08/2024,,3596,,,,
kol-pfd_kol-dnsw_brn_4294_camin-cuisine-cafe-ari-bangkok,not_delivering,ad,2409,4427,1.83769199,Website purchases,19,186.3,9.80526316,26/08/2024,,4294,,,,
kol-pfd_hh-cth_res_3854_suan-bua-centara-grand-ladprao-bangkok,active,ad,2521,3342,1.32566442,Website purchases,16,70.94,4.43375,26/08/2024,,3854,,,,
kol-pfd_hh-cth_brn_425_audrey-cafe-emquartier-bangkok,active,ad,3114,4317,1.38631985,Website purchases,15,167.04,11.136,26/08/2024,,425,,,,
kol-pfd_hh-cth_res_2888_trader-s-vic-at-anantara-riverside-bangkok-resort,inactive,ad,1510,2077,1.37549669,Website purchases,15,73.94,4.92933333,26/08/2024,,2888,,,,
kol-ls_akinntarm_3976_calypso cabaret_sal,not_delivering,ad,2408,4039,1.67732558,Website purchases,15,242.67,16.178,26/08/2024,,3976,,,,
kol-pfd_hh-cth_brn_3990_chef-thanom-the-street-ratchada-bangkok,inactive,ad,3007,4090,1.36015963,Website purchases,15,108.82,7.25466667,26/08/2024,,3990,,,,
kol-pfd_hh-cth_brn_3881_beef-express-buffet,active,ad,3046,4384,1.43926461,Website purchases,14,107.24,7.66,26/08/2024,,3881,,,,
kol-fm_hh-bljn_res_3905_man-fu-yuan-qsncc,not_delivering,ad,6016,8670,1.44115691,Website purchases,14,361.29,25.80642857,26/08/2024,,3905,,,,
kol-ls_hh-png_brn_4089_kunshine-hotpot-asok,inactive,ad,6210,14974,2.41127214,Website purchases,14,607.16,43.36857143,26/08/2024,,4089,,,,
kol-fm_hh-boy_res_3854_suan-bua-centara-grand-ladprao,not_delivering,ad,6761,10032,1.48380417,Website purchases,13,346.58,26.66,26/08/2024,,3854,,,,
kol-pfd_hh-cth_res_3949_the-siam-tea-room-asiatique-the-riverfront-branch-bangkok-thailand,active,ad,3054,4482,1.4675835,Website purchases,13,108.26,8.32769231,26/08/2024,,3949,,,,
kol-ls_hh-uncle_brn_4587_best-beef-bbq-grill-buffet,inactive,ad,6260,9934,1.58690096,Website purchases,12,248.24,20.68666667,26/08/2024,,4587,,,,
kol-bt_hh-obb_3918_haru ekkamai_sal,not_delivering,ad,3498,6902,1.9731275,Website purchases,11,273.87,24.89727273,26/08/2024,,3918,,,,
kol-pfd_hh-cth_res_4669_man-fu-lou-bangkok,active,ad,2508,3474,1.38516746,Website purchases,11,116.02,10.54727273,26/08/2024,,4669,,,,
kol-pfd_hh-cth_brn_3990_chef-thanom-the-street-ratchada,inactive,ad,2835,3797,1.33932981,Website purchases,10,100.42,10.042,26/08/2024,,3990,,,,
kol-pfd_hh-fdn_brn_2102_jumbo-seafood-siam-paragon-bangkok,active,ad,806,1313,1.62903226,Website purchases,9,59.41,6.60111111,26/08/2024,,2102,,,,
kol-pfd_hh-cth_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport-bangkok,not_delivering,ad,1995,2530,1.26817043,Website purchases,9,81.96,9.10666667,26/08/2024,,4763,,,,
kol-ls_hh-dom_brn_2447_beef-express-buffet,inactive,ad,1478,2306,1.56021651,Website purchases,8,62.59,7.82375,26/08/2024,,2447,,,,
kol-pfd_hh-pnpk_res_4191_pa-ma-heng-the-eatery,not_delivering,ad,1628,3440,2.11302211,Website purchases,8,146.1,18.2625,26/08/2024,,4191,,,,
SRC=KOL|COUNTRY=TH|RID=5685|RNAME=PENGYOU_CUISINE__SPECIALTY_BAR_RAMA_9|TYPE=IMG|KOLID=HH-CTH|PLAT=FB|DATE=2025-11-05,active,ad,534,687,1.28651685,Website purchases,6,28.5,4.75,26/08/2024,,5685,,,,
hh-cth_closetoheavenblog_3076_the-coffee-club-best-buffet-promotion-the-coffee-club_fb_20102025,inactive,ad,600,876,1.46,Website purchases,5,30.2,6.04,26/08/2024,,3076,,,,
kol-ls_eatandsleepwell_3091_baba soul food (hua hin)_sal,not_delivering,ad,2486,3645,1.46621078,Website purchases,5,127.03,25.406,26/08/2024,,3091,,,,
kol-ls_hh-nbt_brn_801_tohkai-japanese-restaurant-terminal-21-asok,inactive,ad,2418,3707,1.53308519,Website purchases,5,127.65,25.53,26/08/2024,,,,,,
kol-pfd_hh-cth_res_1728_albricias-at-chatrium-residence-sathorn-bangkok-thailand-1728,active,ad,1104,1406,1.27355072,Website purchases,5,46.71,9.342,26/08/2024,,,,,,
kol-pfd_hh-pnpk_brn_164_beef-express,not_delivering,ad,612,807,1.31862745,Website purchases,4,26.71,6.6775,26/08/2024,,164,,,,
kol-pfd_hh-cth_res_1353_kuang-seafood-ratchada-bangkok-thailand,not_delivering,ad,685,884,1.29051095,Website purchases,4,26.25,6.5625,26/08/2024,,1353,,,,
SRC=KOL|COUNTRY=TH|RID=2072|RNAME=KONGJU_RESTAURANT_AT_PATHUMWAN_PRINCESS_HOTEL|TYPE=IMG|KOLID=HH-CTH|PLAT=FB|DATE=2025-12-03,active,ad,134,162,1.20895522,Website purchases,4,7.08,1.77,26/08/2024,,2072,,,,
kol-fm_hh-iuapp_res_3949_the-siam-tea-room-asiatique-the-riverfront-branch-bangkok-thailand,not_delivering,ad,1234,1598,1.29497569,Website purchases,4,71.29,17.8225,26/08/2024,,3949,,,,
kol-bt_hh-obb_res_4263_feast-at-royal-orchid-sheraton-towers,inactive,ad,2629,3636,1.38303537,Website purchases,3,138.39,46.13,26/08/2024,,4263,,,,
kol-ls_akinntarm_273_skyline_key,inactive,ad,1704,2664,1.56338028,Website purchases,2,147.35,73.675,26/08/2024,,273,,,,
kol-pfd_hh-cth_res_1433_the-seafood-cafe-restaurant-bangkok-thailand,active,ad,1728,2183,1.26331019,Website purchases,2,48.05,24.025,26/08/2024,,1433,,,,
kol-pfd_hh-pnpk_brn_2029_neta-grill,not_delivering,ad,284,428,1.50704225,Website purchases,2,14.4,7.2,26/08/2024,,2029,,,,
SRC=KOL|RID=2102|RNAME=JUMBO_SEAFOOD_SIAM_PARAGON|KOLID=HH-CTH|PLAT=FB|DATE=2025-11-13,active,ad,675,828,1.22666667,Website purchases,2,37.25,18.625,26/08/2024,,2102,,,,
kol-fm_hh-iuapp_res_4777_caper-by-dan-bark-bangkok,not_delivering,ad,982,1444,1.47046843,Website purchases,2,81.95,40.975,26/08/2024,,4777,,,,
kol-pfd_hh-fdn_brn_5684_pengyou-cuisine-specialty-bar-ekkamai-bangkok,active,ad,188,269,1.43085106,Website purchases,2,11.39,5.695,26/08/2024,,5684,,,,
kol-pfd_hh-fdn_res_1538_thara-thong-royal-orchid-sheraton,not_delivering,ad,937,1521,1.62326574,Website purchases,1,36.14,36.14,26/08/2024,,1538,,,,
kol-fm_hh-iuapp_res_3168_neta-omakase-bangkok,inactive,ad,1331,1832,1.37640872,Website purchases,1,111.84,111.84,26/08/2024,,3168,,,,
kol-bt_hh-obb_res_3649_chatuchak-cafe-centara-grand-at-central-plaza-ladprao-bangkok,inactive,ad,156,247,1.58333333,Website purchases,1,12.29,12.29,26/08/2024,,3649,,,,
kol-ls_hh-nbt_4019_waanthai_sal,inactive,ad,669,1147,1.71449925,Website purchases,1,55.32,55.32,26/08/2024,,4019,,,,
kol-ls_hh-mbga_brn_4354_ponn-terminal-21-pattaya,inactive,ad,645,937,1.45271318,Website purchases,1,23.27,23.27,26/08/2024,,4354,,,,
kol-pfd_hh-wdl_brn_4603_ma-nee-me-more,archived,ad,294,455,1.54761905,Website purchases,1,18.07,18.07,26/08/2024,,4603,,,,
kol-pfd_hh-fdn_res_4989_kwann-at-nysa-hotel-bangkok,inactive,ad,21,22,1.04761905,Website purchases,1,0.62,0.62,26/08/2024,,4989,,,,
kol-ls_hh-png_49_earw-thai-suki-boran,inactive,ad,2622,3969,1.51372998,,,138.91,,26/08/2024,,49,,,,
kol-pfd_hh-cth_res_902_the-berkeley-dining-room,inactive,ad,26,28,1.07692308,,,0.45,,26/08/2024,,902,,,,
kol-fm_hh-iuapp_res_1433_the-seafood-cafe-restaurant-bangkok-thailand,not_delivering,ad,5,5,1,,,0.12,,26/08/2024,,1433,,,,
kol-pfd_hh-fdn_res_1856_spectrum-rooftop-at-hyatt-regency-bangkok-sukhumvit,inactive,ad,178,313,1.75842697,,,17.59,,26/08/2024,,1856,,,,
kol-pfd_hh-wdl_brn_1963_the-coffee-club-best-buffet-promotion-the-coffee-club,not_delivering,ad,28,31,1.10714286,,,1.22,,26/08/2024,,1963,,,,
kol-pfd_hh-fdn_res_2382_khao-wireless-road,archived,ad,21,28,1.33333333,,,1.74,,26/08/2024,,2382,,,,
kol-ls_jernoonjernee_2895_metro square_key,inactive,ad,213,298,1.39906103,,,15.43,,26/08/2024,,2895,,,,
kol-fm_hh-iuapp_brn_3786_neta-grill,inactive,ad,102,115,1.12745098,,,3.81,,26/08/2024,,3786,,,,
kol-pfd_hh-he_res_4195_jim-thompson-a-thai-restaurant-bangkok,inactive,ad,48,64,1.33333333,,,2.3,,26/08/2024,,4195,,,,
kol-ls_hh-nbt_brn_4291_camin-cuisine-cafe-central-rama-9,inactive,ad,333,441,1.32432432,,,12.47,,26/08/2024,,4291,,,,
kol-ls_hh-nbt_brn_4603_manee-me-more-esplanade-ratchadaphisek,inactive,ad,801,1114,1.39076155,,,33.8,,26/08/2024,,4603,,,,
kol-fd_hh-rvst_3164_bangkok sky baiyoke sky (76/78th floor)_key – Copy,not_delivering,ad,177792,503333,2.83102164,Website purchases,741,19644.17,26.51035088,27/08/2024,,3164,,,,
album_hh_2615_sky box baiyoke sky (81st floor)_key – Copy,not_delivering,ad,60275,101649,1.68642057,Website purchases,160,4620.53,28.8783125,27/08/2024,,2615,,,,
kol-ls_hh-sou_2615_sky box baiyoke sky (81st floor)_key – Copy,not_delivering,ad,52227,76908,1.47257166,Website purchases,115,3065.23,26.65417391,27/08/2024,,2615,,,,
kol-fd_hh-pls_res_1767_stella-palace-baiyoke-sky-hotel – Copy,not_delivering,ad,19468,30753,1.5796692,Website purchases,34,280.03,8.23617647,27/08/2024,,1767,,,,
INF_suptanhappygirl_3119_Crystal Grill 82nd floor at Baiyoke Sky_KEY_ – Copy,not_delivering,ad,10918,17506,1.60340722,Website purchases,24,567.43,23.64291667,27/08/2024,,,,,,
album_hh_res_1767_stella-palace-baiyoke-sky-hotel – Copy,not_delivering,ad,5571,8515,1.52845091,Website purchases,14,567.51,40.53642857,27/08/2024,,1767,,,,
kol-fd_hh-dmpk_2554_bangkok balcony baiyoke sky (81st floor)_key – Copy,not_delivering,ad,1355,2107,1.55498155,Website purchases,1,118.92,118.92,27/08/2024,,,,,,
album_hh_res_3164_bangkok-sky-buffet-76-78th-floor-at-baiyoke-sky-hotel – Copy,inactive,ad,223,276,1.23766816,,,30.37,,27/08/2024,,3164,,,,
crs_hh_ads_grp_buffet-deals,not_delivering,ad,318145,1002297,3.15044084,Website purchases,927,19205.73,20.71815534,28/08/2024,,~,,,,
album_hh_res_5328_whale-klang-krung-by-na-klongwan,not_delivering,ad,59944,118417,1.97546043,Website purchases,134,4323.24,32.26298507,28/08/2024,,5328,,,,
kol-fd_hh-evg_brn_5328_whale-klang-krung-by-na-klongwan-bangkok,not_delivering,ad,22653,52819,2.33165585,Website purchases,126,3060.15,24.28690476,28/08/2024,,5328,,,,
kol-ls_hh-unclekol-ls_hh-uncle_res_2681_na-klongwan-vibhavadi-20-bangkokres_2681_na-klongwan-vibhavadi-20-bangkok - Copy 2,not_delivering,ad,59208,118985,2.00961019,Website purchases,73,2060.51,28.22616438,28/08/2024,,,,,,
kol-ls_hh-plk_res_2681_na-klongwan-vibhavadi-20-bangkok,not_delivering,ad,50203,83348,1.66021951,Website purchases,68,2784.93,40.95485294,28/08/2024,,,,,,
kol-fd_hh-kkn_res_2681_na-klongwan-vibhavadi-20-bangkok,not_delivering,ad,69379,119884,1.72795803,Website purchases,55,985.15,17.91181818,28/08/2024,,,,,,
kol-fd_hh-pls_res_2681_na-klongwan-vibhavadi-20-bangkok – Copy,not_delivering,ad,50577,77459,1.53150642,Website purchases,53,1256.48,23.70716981,28/08/2024,,,,,,
kol-fd_hh-cvtp_res_2681_na-klongwan-vibhavadi-20-bangkok,not_delivering,ad,44760,84442,1.88655049,Website purchases,40,1554.02,38.8505,28/08/2024,,,,,,
kol-fd_hh-hmrp_res_2681_na-klongwan-vibhavadi-20-bangkok - Copy,inactive,ad,32357,51275,1.58466483,Website purchases,33,1727.38,52.34484848,28/08/2024,,,,,,
album_hh_res_2681_na-klongwan-vibhavadi-20-bangkok,inactive,ad,10520,15543,1.47747148,Website purchases,8,57.97,7.24625,28/08/2024,,,,,,
kol-ls_hh-uncle_res_2681_na-klongwan-vibhavadi-20-bangkok - Copy,not_delivering,ad,10524,14649,1.39196123,Website purchases,6,589.47,98.245,28/08/2024,,,,,,
kol-ls_hh-gpm_res_2681_na-klongwan-vibhavadi-20-bangkok,not_delivering,ad,1066,1566,1.46904315,Website purchases,3,68.67,22.89,28/08/2024,,,,,,
album_hh_res_2681_na-klongwan-vibhavadi-20-bangkok,inactive,ad,760,1037,1.36447368,Website purchases,2,31.84,15.92,28/08/2024,,2681,,,,
kol-fd_hh-evg_res_2681_na-klongwan-vibhavadi-20-bangkok – Copy,not_delivering,ad,518,781,1.50772201,Website purchases,1,58.73,58.73,28/08/2024,,,,,,
kol-fd_hh-kjt_res_2681_na-klongwan-vibhavadi-20-bangkok – Copy,inactive,ad,1728,2569,1.48668981,,,105.74,,28/08/2024,,,,,,
HH_ad_oishi eaterium,not_delivering,ad,121336,294781,2.42946034,Website purchases,618,12560.34,20.32417476,03/09/2024,,~,,,,
kol-fm_hh-boy_brn_4258_oishi-grand – Copy,not_delivering,ad,25845,34745,1.34436061,Website purchases,96,1894.81,19.73760417,03/09/2024,,4258,,,,
vdo_hh_brn_2012_oishi-eaterium-samyan-mitrtown-new-concept-bangkok,not_delivering,ad,15650,26195,1.67380192,Website purchases,95,628.21,6.61273684,03/09/2024,,2012,,,,
kol-ls_hh-gpm_brn_4039_oishi-grand,not_delivering,ad,35815,62228,1.73748429,Website purchases,91,3141.54,34.52241758,03/09/2024,,4039,,,,
kol-pfd_hh-pnpk_brn_4039_oishi-grand,not_delivering,ad,15274,29269,1.91626293,Website purchases,61,1298.14,21.28098361,03/09/2024,,4039,,,,
kol-tv_hh-mcr_brn_4258_oishi-grand-mega-bangna,not_delivering,ad,28026,49014,1.74887604,Website purchases,54,2019.84,37.40444444,03/09/2024,,4258,,,,
kol-fd_kinkabnorn_lca_oishi grand_lca – Copy,not_delivering,ad,12620,20345,1.61212361,Website purchases,22,660.7,30.03181818,03/09/2024,,~,,,,
kol-fm_hh-iuapp_brn_4039_oishi-grand-siam-paragon-bangkok-thailand,not_delivering,ad,4784,8302,1.73536789,Website purchases,21,370.41,17.63857143,03/09/2024,,4039,,,,
HH_ad_oishi grand,not_delivering,ad,33997,38558,1.1341589,Website purchases,21,283.91,13.51952381,03/09/2024,,~,,,,
UncleDeng | Oishi Delivery Grand – Copy,not_delivering,ad,3041,5065,1.66557054,Website purchases,10,296.79,29.679,03/09/2024,,~,,,,
Oishi Grand_ad,inactive,ad,1076,1383,1.28531599,,,81.1,,03/09/2024,,~,,,,
kol-fd_hh-hmrp_res_4263_feast-at-royal-orchid-sheraton-towers,inactive,ad,390634,759695,1.94477439,Website purchases,242,5917.18,24.45115702,05/09/2024,,4263,,,,
kol-tv_hh-mcr_res_4263_feast-at-royal-orchid-sheraton-towers,not_delivering,ad,17005,40869,2.40335196,Website purchases,77,1790.06,23.24753247,05/09/2024,,4263,,,,
kol-tv_hh-ejls_res_4263_feast-at-royal-orchid-sheraton-towers,inactive,ad,17963,38985,2.17029449,Website purchases,37,1324.12,35.78702703,05/09/2024,,4263,,,,
kol-bt_hh-obb_res_4263_feast-at-royal-orchid-sheraton-towers,not_delivering,ad,13605,23940,1.75964719,Website purchases,13,495.87,38.14384615,05/09/2024,,4263,,,,
kol-fd_hh-kjt_res_4263_feast-at-royal-orchid-sheraton-towers – Copy,inactive,ad,6156,8496,1.38011696,Website purchases,10,191.39,19.139,05/09/2024,,4263,,,,
kol-tv_hh-lzb_res_4263_feast-at-royal-orchid-sheraton-towers,not_delivering,ad,2264,4532,2.00176678,Website purchases,3,239.84,79.94666667,05/09/2024,,4263,,,,
kol-ls_hh-sou_res_4263_feast-at-royal-orchid-sheraton-riverside-hotel-bangkok - Copy,not_delivering,ad,846,987,1.16666667,Website purchases,2,14.87,7.435,05/09/2024,,4263,,,,
kol-tv_hh-tvkn_res_4263_feast-at-royal-orchid-sheraton-towers,inactive,ad,2645,3741,1.41436673,Website purchases,1,87.22,87.22,05/09/2024,,4263,,,,
